chembl_id,compound_name,SMILES,linked_proteins,num_linked_proteins,num_druggable_proteins,linked_pathways,num_linked_pathways,num_key_pathways,linked_MoAs,approval_phase_max,status_evidence,in_known_drugs,in_moa_kg,source_files,prelim_mechanistic_score,CYP3A4_p_value_0,CYP3A4_p_value_1,CYP3A4_CYP3A4_inhibition,CYP2D6_p_value_0,CYP2D6_p_value_1,CYP2D6_CYP2D6_inhibition,CYP2C9_p_value_0,CYP2C9_p_value_1,CYP2C9_CYP2C9_inhibition,CYP2C19_p_value_0,CYP2C19_p_value_1,CYP2C19_CYP2C19_inhibition,CYP1A2_p_value_0,CYP1A2_p_value_1,CYP1A2_CYP1A2_inhibition,hERG_p_value_0,hERG_p_value_1,hERG_hERG_inhibition,AMES_p_value_0,AMES_p_value_1,AMES_AMES_mutagenic,PGP_p_value_0,PGP_p_value_1,PGP_PGP_inhibition,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity_logP,PAMPA_p_value_0,PAMPA_p_value_1,PAMPA_PAMPA_permeability,BBB_p_value_0,BBB_p_value_1,BBB_BBB_penetration,hERG_flag,CYP3A4_inhib_flag,CYP2D6_inhib_flag,CYP2C9_inhib_flag,CYP2C19_inhib_flag,CYP1A2_inhib_flag,PGP_inhib_flag,AMES_flag,poor_solubility_flag,good_solubility_bonus,high_logP_flag,low_logP_flag,good_logP_bonus,low_perm_flag,good_perm_bonus,bbb_penetrant_info,multi_cyp_inhib_count,cyp3a4_inhibitor_flag,DDI_flag,composite_score,confidence
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.7,0.0435,0.0,0.482,0.143,0.0,0.497,0.101,0.0,0.336,0.169,0.0,0.644,0.0327,0.0,0.134,0.3,1,0.783,0.0265,0.0,0.0394,0.393,1,-0.948,-1.4,-0.494,-1.4,-0.494,0.8112999999999999,0.706,0.0415,0.0,0.236,0.164,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-6.5,L
CHEMBL1200592,DESOXYCORTICOSTERONE PIVALATE,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,0,0,,0,0,Mineralocorticoid receptor agonist,,,0,0,mechanism_drug_candidate,0.0,0.466,0.126,0.0,0.657,0.0823,0.0,0.868,0.0112,0.0,0.336,0.161,0.0,0.853,0.00775,0.0,0.685,0.0574,0,0.348,0.0927,0.0,0.077,0.266,1,-5.29,-6.17,-4.41,-6.17,-4.41,5.292900000000006,0.413,0.244,0.0,0.477,0.0293,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.5,L
CHEMBL1200599,DIFENOXIN HYDROCHLORIDE,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,,0,0,,0,0,Mu opioid receptor agonist,,,0,0,mechanism_drug_candidate,0.0,0.44,0.12,0.0,0.116,0.443,1.0,0.706,0.0477,0.0,0.646,0.0503,0.0,0.493,0.0631,0.0,0.0674,0.4,1,0.858,0.0206,0.0,0.752,0.0464,0,-2.08,-2.91,-1.25,-2.91,-1.25,5.426580000000005,0.478,0.16,0.0,0.0118,0.963,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-8.0,L
CHEMBL1200600,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NR3C1,1,1,"Circadian Clock;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors;R-HSA-8849473|PTK6 Expression;R-HSA-8939902|Regulation of RUNX2 expression and activity;R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9768777|Regulation of NPAS4 gene transcription",9,0,Glucocorticoid receptor agonist,4.0,,0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate,6.0,0.487,0.107,0.0,0.379,0.185,0.0,0.146,0.402,1.0,0.262,0.209,0.5,0.47,0.0552,0.0,0.172,0.269,1,0.715,0.0327,0.0,0.81,0.024,0,-4.77,-5.4,-4.14,-5.4,-4.14,2.923300000000001,0.46,0.159,0.0,0.0322,0.921,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,-3.0,L
CHEMBL1200613,TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],PTGS2,1,1,R-HSA-140180|COX reactions;R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives;R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX);R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-73614|Nicotinamide salvaging;R-HSA-9018677|Biosynthesis of DHA-derived SPMs;R-HSA-9018679|Biosynthesis of EPA-derived SPMs;R-HSA-9025094|Biosynthesis of DPAn-3 SPMs;R-HSA-9027604|Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives,10,2,Cyclooxygenase inhibitor,4.0,,0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate,10.0,0.386,0.157,0.0,0.973,0.00515,0.0,0.824,0.0171,0.0,0.606,0.0602,0.0,0.414,0.0728,0.0,0.731,0.0523,0,0.797,0.024,0.0,0.614,0.0479,0,-2.83,-3.84,-1.82,-3.84,-1.82,-2.139079999999997,0.773,0.0216,0.0,0.191,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.5,H
CHEMBL1200617,RIMEXOLONE,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,NR3C1,1,1,"Circadian Clock;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors;R-HSA-8849473|PTK6 Expression;R-HSA-8939902|Regulation of RUNX2 expression and activity;R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9768777|Regulation of NPAS4 gene transcription",9,0,Glucocorticoid receptor agonist,4.0,,0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate,6.0,0.262,0.23,0.5,0.358,0.209,0.5,0.307,0.213,0.5,0.437,0.104,0.0,0.438,0.0667,0.0,0.194,0.251,1,0.714,0.0324,0.0,0.834,0.0224,0,-3.9,-4.65,-3.16,-4.65,-3.16,4.496500000000005,0.341,0.266,0.5,0.0679,0.741,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,-5.0,L
CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,,0,0,R-HSA-416476|G alpha (q) signalling events,1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.566,0.0857,0.0,0.496,0.149,0.0,0.666,0.062,0.0,0.732,0.0345,0.0,0.878,0.00558,0.0,0.133,0.301,1,0.949,0.00831,0.0,0.873,0.0304,0,-4.43,-5.82,-3.05,-5.82,-3.05,5.932300000000009,0.698,0.0436,0.0,0.32,0.0981,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.5,L
CHEMBL1200622,PARICALCITOL,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,,0,0,R-HSA-196791|Vitamin D (calciferol) metabolism;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,Vitamin D receptor agonist,4.0,Terminated,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.7,0.0491,0.0,0.35,0.211,0.5,0.13,0.421,1.0,0.524,0.0861,0.0,0.538,0.0558,0.0,0.629,0.0805,0,0.478,0.0609,0.0,0.22,0.163,0,-3.66,-4.15,-3.16,-4.15,-3.16,5.560600000000008,0.401,0.23,0.0,0.231,0.122,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,L
CHEMBL1200632,CLINDAMYCIN PALMITATE HYDROCHLORIDE,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.857,0.0155,0.0,0.844,0.0339,0.0,0.668,0.0458,0.0,0.565,0.0778,0.0,0.663,0.0296,0.0,0.0894,0.337,1,0.984,0.00272,0.0,0.0403,0.431,1,-5.2,-5.8,-4.6,-5.8,-4.6,6.843500000000008,0.119,0.707,1.0,0.0851,0.569,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-8.0,L
CHEMBL1200635,HYDROCORTAMATE HYDROCHLORIDE,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,,0,0,,0,0,Glucocorticoid receptor agonist,,,0,0,mechanism_drug_candidate,0.0,0.909,0.00978,0.0,0.793,0.0445,0.0,0.763,0.0354,0.0,0.534,0.089,0.0,0.653,0.03,0.0,0.0619,0.433,1,0.747,0.0287,0.0,0.642,0.0379,0,-2.88,-3.67,-2.09,-3.67,-2.09,3.096100000000001,0.49,0.132,0.0,0.000275,0.972,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-6.0,L
CHEMBL1200636,CYCLOBENZAPRINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,,0,0,,0,0,Serotonin 2a (5-HT2a) receptor antagonist,,,0,0,mechanism_drug_candidate,0.0,0.4,0.164,0.0,0.0111,0.827,1.0,0.498,0.0939,0.0,0.591,0.0707,0.0,0.143,0.274,1.0,0.315,0.166,0,0.384,0.0907,0.0,0.0314,0.443,1,-2.49,-3.22,-1.77,-3.22,-1.77,4.9756000000000045,0.459,0.164,0.0,0.0248,0.98,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,-5.0,L
CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,,0,0,R-HSA-416476|G alpha (q) signalling events,1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.983,0.00385,0.0,0.377,0.186,0.0,0.913,0.0064,0.0,0.925,0.00768,0.0,0.898,0.00552,0.0,0.261,0.206,0,0.962,0.00502,0.0,0.959,0.0109,0,-2.22,-3.43,-1.01,-3.43,-1.01,3.639500000000001,0.615,0.0863,0.0,0.698,0.0168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,L
CHEMBL1200644,FONDAPARINUX SODIUM,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],,0,0,R-HSA-140837|Intrinsic Pathway of Fibrin Clot Formation;R-HSA-140875|Common Pathway of Fibrin Clot Formation;R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs);R-HSA-8957275|Post-translational protein phosphorylation,4,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.346,0.22,0.5,1.0,0.00473,0.0,0.976,0.00295,0.0,0.985,0.00205,0.0,1.0,0.00204,0.0,0.939,0.00769,0,0.984,0.00463,0.0,0.977,0.018,0,9.24,8.9,9.58,2.14,2.14,-49.12030000000009,0.998,0.00682,0.0,0.499,0.032,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,L
CHEMBL1200649,QUINUPRISTIN,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.499,0.106,0.0,0.891,0.018,0.0,0.979,0.00199,0.0,0.425,0.125,0.0,0.737,0.0164,0.0,0.824,0.0342,0,0.123,0.319,1.0,0.0569,0.276,1,-3.56,-4.09,-3.02,-4.09,-3.02,2.323500000000009,0.618,0.0796,0.0,0.636,0.0174,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.5,L
CHEMBL1200659,ENALAPRIL MALEATE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,,0,0,R-HSA-2022377|Metabolism of Angiotensinogen to Angiotensins,1,1,Angiotensin-converting enzyme inhibitor,4.0,,0,0,pathway_drug_candidates;mechanism_drug_candidate,6.0,0.974,0.00358,0.0,0.899,0.0147,0.0,0.86,0.0138,0.0,0.901,0.00959,0.0,0.883,0.00528,0.0,0.903,0.0154,0,0.952,0.00786,0.0,0.806,0.0371,0,-1.45,-2.14,-0.758,-2.14,-0.758,1.316400000000002,0.815,0.014,0.0,0.204,0.209,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,6.0,L
CHEMBL1200665,DIPHENOXYLATE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,,0,0,R-HSA-375276|Peptide ligand-binding receptors;R-HSA-418594|G alpha (i) signalling events;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling,3,1,Mu opioid receptor agonist,2.0,Completed,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.172,0.302,1.0,0.0783,0.537,1.0,0.788,0.0325,0.0,0.44,0.108,0.0,0.257,0.156,0.0,0.134,0.295,1,0.902,0.00649,0.0,0.303,0.133,0,-3.32,-4.24,-2.4,-4.24,-2.4,5.905080000000007,0.144,0.6,1.0,0.000997,0.988,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,-5.5,L
CHEMBL1200666,CALCIPOTRIENE,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,0,0,R-HSA-196791|Vitamin D (calciferol) metabolism;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,Vitamin D receptor agonist,4.0,Completed,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.815,0.0258,0.0,0.558,0.106,0.0,0.0676,0.57,1.0,0.72,0.043,0.0,0.521,0.0547,0.0,0.444,0.13,0,0.589,0.0511,0.0,0.192,0.161,0,-4.36,-4.89,-3.83,-4.89,-3.83,5.090600000000006,0.41,0.193,0.0,0.28,0.0935,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5,L
CHEMBL1200678,ATAZANAVIR SULFATE,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,,0,0,,0,0,Human immunodeficiency virus type 1 protease inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.661,0.0489,0.0,0.279,0.264,0.5,0.274,0.223,0.5,0.362,0.143,0.0,0.511,0.0461,0.0,0.00137,0.956,1,0.973,0.00168,0.0,0.721,0.0383,0,-0.789,-1.83,0.252,-1.83,0.252,3.5588000000000024,0.042,0.8,1.0,0.0776,0.436,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,-6.0,L
CHEMBL1200681,MONTELUKAST SODIUM,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],,0,0,R-HSA-416476|G alpha (q) signalling events;R-HSA-9679191|Potential therapeutics for SARS,2,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.721,0.0519,0.0,0.988,0.00387,0.0,0.843,0.0132,0.0,0.418,0.122,0.0,0.0949,0.364,1.0,0.787,0.0407,0,0.365,0.0885,0.0,0.436,0.128,0,-6.32,-6.69,-5.95,-6.69,-5.95,4.617300000000005,0.358,0.263,0.5,0.0704,0.696,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.5,L
CHEMBL1200688,ERYTHROMYCIN ETHYLSUCCINATE,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.607,0.0663,0.0,0.86,0.0307,0.0,0.817,0.0175,0.0,0.757,0.0304,0.0,0.875,0.00685,0.0,0.868,0.0238,0,0.867,0.0166,0.0,0.568,0.0887,0,-0.898,-1.58,-0.219,-1.58,-0.219,2.6798000000000073,0.315,0.38,0.5,0.377,0.0382,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,L
CHEMBL1200689,NITRIC OXIDE,[N]=O,GUCY1B1,1,1,R-HSA-445355|Smooth Muscle Contraction,1,0,Soluble guanylate cyclase activator,4.0,,1,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4471,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,M
CHEMBL1200692,OLMESARTAN MEDOXOMIL,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,0,0,R-HSA-375276|Peptide ligand-binding receptors;R-HSA-416476|G alpha (q) signalling events;R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis;R-HSA-8856828|Clathrin-mediated endocytosis,4,0,Type-1 angiotensin II receptor antagonist,4.0,,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.716,0.0419,0.0,0.931,0.0109,0.0,0.856,0.0114,0.0,0.603,0.0669,0.0,0.13,0.272,1.0,0.714,0.0552,0,0.96,0.00382,0.0,0.8,0.0226,0,-4.72,-5.64,-3.81,-5.64,-3.81,4.170020000000003,0.641,0.0761,0.0,0.364,0.0299,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,L
CHEMBL1200694,SEVOFLURANE,FCOC(C(F)(F)F)C(F)(F)F,GABRA1;KCNK10;KCNK18;KCNK3;KCNK9,5,5,R-HSA-112314|Neurotransmitter receptors and postsynaptic signal transmission;R-HSA-1299316|TWIK-releated acid-sensitive K+ channel (TASK);R-HSA-1299503|TWIK related potassium channel (TREK);R-HSA-5576886|Phase 4 - resting membrane potential,4,0,GABA-A receptor; anion channel positive allosteric modulator;GABA-A receptor; anion channel positive allosteric modulator | Glycine receptor (alpha-1/beta) positive modulator | Potassium channel subfamily K member 10 opener | Potassium channel subfamily K member 18 opener | Potassium channel subfamily K member 2 opener | Potassium channel subfamily K member 3 opener | Potassium channel subfamily K member 9 opener;Glycine receptor (alpha-1/beta) positive modulator;Potassium channel subfamily K member 10 opener;Potassium channel subfamily K member 18 opener;Potassium channel subfamily K member 2 opener;Potassium channel subfamily K member 3 opener;Potassium channel subfamily K member 9 opener,3.0,Completed;Not yet recruiting,1,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions,14.5,0.372,0.157,0.0,0.146,0.399,1.0,0.0343,0.754,1.0,0.16,0.354,1.0,0.309,0.122,0.0,0.688,0.0609,0,0.471,0.0703,0.0,0.163,0.18,1,-1.9,-2.85,-0.942,-2.85,-0.942,2.4232000000000005,0.483,0.111,0.0,0.0786,0.535,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,10.5,M
CHEMBL1200699,DOXYCYCLINE,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,MMP1;MMP13;MMP7;MMP8,4,4,R-HSA-1442490|Collagen degradation;R-HSA-1474228|Degradation of the extracellular matrix;R-HSA-1592389|Activation of Matrix Metalloproteinases;R-HSA-210991|Basigin interactions;R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs);R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-6798695|Neutrophil degranulation,7,1,Bacterial 70S ribosome inhibitor;Bacterial 70S ribosome inhibitor | Matrix metalloproteinase 13 inhibitor | Matrix metalloproteinase 7 inhibitor | Matrix metalloproteinase 8 inhibitor | Matrix metalloproteinase-1 inhibitor;Matrix metalloproteinase 13 inhibitor;Matrix metalloproteinase 7 inhibitor;Matrix metalloproteinase 8 inhibitor;Matrix metalloproteinase-1 inhibitor,4.0,,1,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions,15.5,0.861,0.0156,0.0,0.486,0.155,0.0,0.0208,0.872,1.0,0.274,0.205,0.5,0.651,0.0276,0.0,0.416,0.137,0,0.199,0.194,0.5,0.53,0.102,0,-3.56,-4.46,-2.66,-4.46,-2.66,-1.172299999999998,0.954,0.00644,0.0,0.382,0.0597,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,11.0,M
CHEMBL1200703,CHLORDIAZEPOXIDE HYDROCHLORIDE,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,,0,0,,0,0,GABA-A receptor; anion channel positive allosteric modulator,,,0,0,mechanism_drug_candidate,0.0,0.403,0.154,0.0,0.116,0.453,1.0,0.549,0.0753,0.0,0.1,0.446,1.0,0.0064,0.862,1.0,0.583,0.0895,0,0.467,0.0699,0.0,0.247,0.16,0,-3.59,-4.46,-2.71,-4.46,-2.71,3.372500000000002,0.223,0.435,1.0,0.0119,0.976,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,-2.5,L
CHEMBL1200729,CHLORAMPHENICOL SODIUM SUCCINATE,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1.[Na+],,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.596,0.0721,0.0,0.993,0.00269,0.0,0.777,0.031,0.0,0.642,0.0505,0.0,0.924,0.00331,0.0,0.824,0.0341,0,0.835,0.0177,0.0,0.775,0.0386,0,-1.54,-2.83,-0.245,-2.83,-0.245,-3.0059999999999967,0.782,0.0182,0.0,0.368,0.0447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,L
CHEMBL1200732,AMCINONIDE,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,0,0,,0,0,Glucocorticoid receptor agonist,,,0,0,mechanism_drug_candidate,0.0,0.584,0.0788,0.0,0.663,0.093,0.0,0.771,0.0332,0.0,0.852,0.0167,0.0,0.641,0.0327,0.0,0.33,0.18,0,0.613,0.0471,0.0,0.2,0.166,0,-5.01,-5.83,-4.2,-5.83,-4.2,3.5238000000000023,0.345,0.248,0.0,0.0459,0.893,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.5,L
